docid,section,sentenceid_gold,subject_text_gold,subject_type_gold,object_text_gold,object_type_gold,relation_gold,trigger_text_gold,sub_norm,obj_norm,sentenceid_model,subject_text_model,subject_type_model,object_text_model,object_type_model,relation_model,trigger_text_model,_merge
16519885,abstract,4,Rho target,"Amino Acid, Peptide, or Protein",myosin II,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,regulates,rho target,myosin ii,,,,,,,,left_only
16519885,abstract,4,Rho target,"Amino Acid, Peptide, or Protein",myosin II ATPase,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,regulates,rho target,myosin ii atpase,,,,,,,,left_only
16531862,abstract,9,thoracolumbar,Spatial Concept,injury,Injury or Poisoning,LOCATION_OF,,thoracolumbar,injury,,,,,,,,left_only
16531984,abstract,1,interleukin 1-beta,"Amino Acid, Peptide, or Protein",cytokines,"Amino Acid, Peptide, or Protein",ISA,is,interleukin 1,cytokines,,,,,,,,left_only
16531984,abstract,1,tumor necrosis factor-alpha,"Amino Acid, Peptide, or Protein",cytokines,"Amino Acid, Peptide, or Protein",ISA,is,tumor necrosis factor,cytokines,,,,,,,,left_only
16531984,abstract,1,5-lipoxygenase,"Amino Acid, Peptide, or Protein",enzyme,Enzyme,ISA,,5-lipoxygenase,enzyme,,,,,,,,left_only
16531984,abstract,1,5-lipoxygenase,"Amino Acid, Peptide, or Protein",arachidonic acid,Eicosanoid,STIMULATES,activation,5-lipoxygenase,arachidonic acid,,,,,,,,left_only
16531984,abstract,11,PBMCs,Cell,ESRD,Human,PART_OF,of,pbmcs,esrd,,,,,,,,left_only
16531984,abstract,11,Omega-3,Pharmacologic Substance,oxidative stress,Cell or Molecular Dysfunction,PREVENTS,protect,omega-3,oxidative stress,,,,,,,,left_only
16540467,abstract,6,PML,Gene or Genome,PML-RARalpha,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,interacts,pml,pml-rar,,,,,,,,left_only
16540467,abstract,6,PML,Gene or Genome,transcription,Genetic Function,AUGMENTS,potentiates,pml,transcription,,,,,,,,left_only
16540467,abstract,6,PML-RARalpha,"Amino Acid, Peptide, or Protein",transcription,Genetic Function,DISRUPTS,inhibition,pml-rar,transcription,,,,,,,,left_only
16543714,title,1,regimens,Therapeutic or Preventive Procedure,paricalcitol,Pharmacologic Substance,USES,of,regimens,paricalcitol,,,,,,,,left_only
16543714,title,1,regimens,Therapeutic or Preventive Procedure,secondary hyperparathyroidism,Disease or Syndrome,TREATS,treatment,regimens,secondary hyperparathyroidism,,,,,,,,left_only
16543714,abstract,9,paricalcitol,Pharmacologic Substance,patients,Human,TREATS,in,paricalcitol,patients,,,,,,,,left_only
16543714,abstract,10,regimen,Research Activity,hyperphosphatemia,Disease or Syndrome,AFFECTS,effect,regimen,hyperphosphatemia,,,,,,,,left_only
16543714,abstract,10,regimen,Research Activity,hypercalcemia,Disease or Syndrome,AFFECTS,effect,regimen,hypercalcemia,,,,,,,,left_only
16549534,abstract,8,DJS,Disease or Syndrome,patients,Human,PROCESS_OF,diagnosed,djs,patients,,,,,,,,left_only
16549534,abstract,8,mutations,Genetic Function,MRP2,Gene or Genome,LOCATION_OF,involving,mutations,mrp2,,,,,,,,left_only
16549534,abstract,8,ATP-binding cassettes (ABC),Biologically Active Substance,MRP2,Biologically Active Substance,PART_OF,of,atp-binding cassettes abc,mrp2,,,,,,,,left_only
16549534,abstract,9,MRP2,Gene or Genome,disease,Disease or Syndrome,ASSOCIATED_WITH,related,mrp2,disease,,,,,,,,left_only
16551631,abstract,5,CDC2,Gene or Genome,cells,Cell,PART_OF,in,cdc2,cells,,,,,,,,left_only
16554223,title,1,pulmonary angiography,Diagnostic Procedure,imaging test,Diagnostic Procedure,ISA,is,pulmonary angiography,imaging test,,,,,,,,left_only
16554223,title,1,imaging,Diagnostic Procedure,acute pulmonary embolism,Pathologic Function,DIAGNOSES,for,imaging,acute pulmonary embolism,,,,,,,,left_only
16554223,abstract,1,imaging,Diagnostic Procedure,acute pulmonary embolism,Disease or Syndrome,DIAGNOSES,diagnosing,imaging,acute pulmonary embolism,,,,,,,,left_only
16556753,abstract,1,anterior cruciate ligament,"Body Part, Organ, or Organ Component",reconstruction,Therapeutic or Preventive Procedure,LOCATION_OF,,anterior cruciate ligament,reconstruction,,,,,,,,left_only
16597919,title,1,type II alveolar epithelial cells,Cell,monocyte chemoattractant protein-1,"Amino Acid, Peptide, or Protein",LOCATION_OF,in,type ii alveolar epithelial cells,monocyte chemoattractant protein-1,,,,,,,,left_only
16597919,abstract,9,intracellular,Cell Component,cAMP,"Nucleic Acid, Nucleoside, or Nucleotide",LOCATION_OF,,intracellular,camp,,,,,,,,left_only
16597919,abstract,9,cAMP,"Nucleic Acid, Nucleoside, or Nucleotide",CGRP,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,mediated,camp,cgrp,,,,,,,,left_only
16597919,abstract,9,CGRP,"Amino Acid, Peptide, or Protein",MCP-1,"Amino Acid, Peptide, or Protein",INHIBITS,suppressive,cgrp,mcp-1,,,,,,,,left_only
16597919,abstract,9,CGRP,"Amino Acid, Peptide, or Protein",NF-kappaB,"Amino Acid, Peptide, or Protein",INHIBITS,suppressive,cgrp,nf-kappab,,,,,,,,left_only
16597919,abstract,9,CGRP,"Amino Acid, Peptide, or Protein",ROS ,Biologically Active Substance,INHIBITS,suppressive,cgrp,ros,,,,,,,,left_only
16606611,abstract,5,EKLF,"Amino Acid, Peptide, or Protein",promoters,Biologically Active Substance,INTERACTS_WITH,binding,eklf,promoters,,,,,,,,left_only
16606611,abstract,5,promoters,Biologically Active Substance,globin,"Amino Acid, Peptide, or Protein",PART_OF,,promoters,globin,,,,,,,,left_only
16608828,abstract,1,radon,"Element, Ion, or Isotope",deaths,Finding,CAUSES,responsible,radon,deaths,,,,,,,,left_only
16608828,abstract,1,lung cancer,Neoplastic Process,deaths,Finding,CAUSES,,lung cancer,deaths,,,,,,,,left_only
16617173,abstract,5,meditation,Therapeutic or Preventive Procedure,intervention,Health Care Activity,ISA,as,meditation,intervention,,,,,,,,left_only
16625528,title,1,internal fixation,Therapeutic or Preventive Procedure,hip fractures,Injury or Poisoning,TREATS,for,internal fixation,hip fractures,,,,,,,,left_only
16625528,title,1,hip fractures,Injury or Poisoning,adults,Age Group,PROCESS_OF,in,hip fractures,adults,,,,,,,,left_only
16625528,title,1,Replacement arthroplasty,Therapeutic or Preventive Procedure,hip fractures,Injury or Poisoning,TREATS,for,replacement arthroplasty,hip fractures,,,,,,,,left_only
16625528,abstract,1,Internal fixation,Therapeutic or Preventive Procedure,unstable fractures,Injury or Poisoning,TREATS,in,internal fixation,unstable fractures,,,,,,,,left_only
16625528,abstract,5,internal fixation,Therapeutic or Preventive Procedure,implant,Medical Device,USES,,internal fixation,implant,,,,,,,,left_only
16628891,abstract,5,sugar water consumption,Organic Chemical,pollination,Organism Function,AFFECTS,correlate,sugar water consumption,pollination,,,,,,,,left_only
16628891,abstract,5,dead,Finding,larvae,Invertebrate,PROCESS_OF,,dead,larvae,,,,,,,,left_only
16641628,abstract,4,Treacher Collins,Congenital Abnormality,patients,Human,PROCESS_OF,,treacher collins,patients,,,,,,,,left_only
16641628,abstract,4,standard reconstructive surgeries,Therapeutic or Preventive Procedure,customized parascapular free flaps,"Body Part, Organ, or Organ Component",PRECEDES,after,standard reconstructive surgeries,customized parascapular free flaps,,,,,,,,left_only
16641628,abstract,6,microsurgical,Therapeutic or Preventive Procedure,patients,Human,ADMINISTERED_TO,underwent,microsurgical,patients,,,,,,,,left_only
16641628,abstract,6,microsurgical,Therapeutic or Preventive Procedure,free flaps,Tissue,USES,using,microsurgical,free flaps,,,,,,,,left_only
16643848,abstract,1,KCl,Pharmacologic Substance,differentiation,Cell Function,AUGMENTS,inducer,kcl,differentiation,,,,,,,,left_only
16643848,abstract,1,hST8Sia III,Gene or Genome,gene transcription,Genetic Function,LOCATION_OF,,hst8sia iii,gene transcription,,,,,,,,left_only
16643848,abstract,1,U-87MG cells,Cell,phosphoinositide 3 kinase (PI-3K),"Amino Acid, Peptide, or Protein",LOCATION_OF,in,u-87mg cells,phosphoinositide 3 kinase pi-3k,,,,,,,,left_only
16643848,abstract,1,neuronal cells,Cell,differentiation,Cell Function,LOCATION_OF,of,neuronal cells,differentiation,,,,,,,,left_only
16643848,abstract,1,U-87MG cells,Cell,glioblastoma,Neoplastic Process,LOCATION_OF,,u-87mg cells,glioblastoma,,,,,,,,left_only
16643848,abstract,1,KCl,Pharmacologic Substance,gene transcription,Genetic Function,AUGMENTS,increases,kcl,gene transcription,,,,,,,,left_only
16643848,abstract,1,KCl,Pharmacologic Substance,phosphoinositide 3 kinase (PI-3K),"Amino Acid, Peptide, or Protein",INTERACTS_WITH,via,kcl,phosphoinositide 3 kinase pi-3k,,,,,,,,left_only
16644456,abstract,6,small bowel,"Body Part, Organ, or Organ Component",lesions,Finding,LOCATION_OF,,small bowel,lesions,,,,,,,,left_only
16644456,abstract,6,lesions,Finding,patients,Human,PROCESS_OF,in,lesions,patients,,,,,,,,left_only
16644456,abstract,6,lesions,Finding,subjects,Human,PROCESS_OF,in,lesions,subjects,,,,,,,,left_only
16687138,abstract,1,colon,"Body Part, Organ, or Organ Component",porcine,Mammal,PART_OF,,colon,porcine,,,,,,,,left_only
16688036,abstract,2,kyphosis,Anatomical Abnormality,lordosis,Anatomical Abnormality,COEXISTS_WITH,correlations,kyphosis,lordosis,,,,,,,,left_only
16688036,abstract,2,kyphosis,Anatomical Abnormality,Scheuermann kyphosis,Disease or Syndrome,COEXISTS_WITH,in,kyphosis,scheuermann kyphosis,,,,,,,,left_only
16702302,abstract,5,weight loss,Finding,bone loss,Pathologic Function,COEXISTS_WITH,with,weight loss,bone loss,,,,,,,,left_only
16702302,abstract,5,bone loss,Pathologic Function,Older populations,Human,OCCURS_IN,prone,bone loss,older populations,,,,,,,,left_only
16702302,abstract,5,weight loss,Finding,Older populations,Human,OCCURS_IN,prone,weight loss,older populations,,,,,,,,left_only
16702302,abstract,6,hormonal,Hormone,bone loss,Pathologic Function,AFFECTS,regulating,hormonal,bone loss,,,,,,,,left_only
16710995,abstract,4,rat,Neoplastic Process,glioma cells,Mammal,PROCESS_OF,,rat,glioma cells,,,,,,,,left_only
16710995,abstract,4,cells,Cell,glioma,Neoplastic Process,LOCATION_OF,,cells,glioma,,,,,,,,left_only
16710995,abstract,4,cells,Biologically Active Substance,plasmid,Cell,ADMINISTERED_TO,transfected,cells,plasmid,,,,,,,,left_only
16719197,abstract,7,symptoms,Sign or Symptom,hypercalcemia,Disease or Syndrome,MANIFESTATION_OF,of,symptoms,hypercalcemia,,,,,,,,left_only
16719197,abstract,8,thyroid,"Body Part, Organ, or Organ Component",papillary carcinoma,Neoplastic Process,LOCATION_OF,of,thyroid,papillary carcinoma,,,,,,,,left_only
16719197,abstract,10,palpable masses,Finding,patients,Human,PROCESS_OF,had,palpable masses,patients,,,,,,,,left_only
16732098,abstract,7,oxytocin,"Amino Acid, Peptide, or Protein",rats,Mammal,TREATS,treated,oxytocin,rats,,,,,,,,left_only
16732098,abstract,7,morphine,Organic Chemical,labor duration,Clinical Attribute,AFFECTS,change,morphine,labor duration,,,,,,,,left_only
16732098,abstract,7,lumbosacral spinal,"Body Part, Organ, or Organ Component",neurons,Cell,LOCATION_OF,in,lumbosacral spinal,neurons,,,,,,,,left_only
16732098,abstract,7,neurons,Cell,c-Fos,Gene or Genome,LOCATION_OF,positive,neurons,c-fos,,,,,,,,left_only
16732098,abstract,7,morphine,Organic Chemical,neurons,Cell,DISRUPTS,decreased,morphine,neurons,,,,,,,,left_only
16732879,abstract,4,moxidectin,Antibiotic,infections,Disease or Syndrome,PREVENTS,prevented,moxidectin,infections,,,,,,,,left_only
16733164,abstract,9,glass bead test,Laboratory Procedure,heparinase,"Amino Acid, Peptide, or Protein",USES,with,glass bead test,heparinase,,,,,,,,left_only
16733164,abstract,9,glass bead test,Laboratory Procedure,heparinase,"Amino Acid, Peptide, or Protein",USES,with,glass bead test,heparinase,,,,,,,,left_only
16733164,abstract,13,glass bead test,Laboratory Procedure,heparinase,"Amino Acid, Peptide, or Protein",USES,with,glass bead test,heparinase,,,,,,,,left_only
16733895,abstract,1,hydrogen sulfide,Inorganic Chemical,pulmonary vascular structure,"Body Part, Organ, or Organ Component",AFFECTS,impact,hydrogen sulfide,pulmonary vascular structure,,,,,,,,left_only
16733895,abstract,1,hydrogen sulfide,Inorganic Chemical,peptides,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,impact,hydrogen sulfide,peptides,,,,,,,,left_only
16733895,abstract,1,pulmonary vascular structure,"Body Part, Organ, or Organ Component",rats,Mammal,PART_OF,in,pulmonary vascular structure,rats,,,,,,,,left_only
16733895,abstract,1,peptides,"Amino Acid, Peptide, or Protein",rats,Mammal,PART_OF,in,peptides,rats,,,,,,,,left_only
16733895,abstract,1,blood flow,Organism Function,pulmonary hypertension,Disease or Syndrome,CAUSES,induced,blood flow,pulmonary hypertension,,,,,,,,left_only
16736257,abstract,5,microtubules,Cell Component,blepharoplast,Cell Component,PART_OF,within,microtubules,blepharoplast,,,,,,,,left_only
16736257,abstract,5,antibodies,"Amino Acid, Peptide, or Protein",acetylated tubulin,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,specific,antibodies,acetylated tubulin,,,,,,,,left_only
16736257,abstract,6,centrosome,Cell Component,antibodies,"Amino Acid, Peptide, or Protein",LOCATION_OF,,centrosome,antibodies,,,,,,,,left_only
16750542,abstract,1,adrenoleukodystrophy,Disease or Syndrome,peroxisomal disorder,Disease or Syndrome,ISA,is,adrenoleukodystrophy,peroxisomal disorder,,,,,,,,left_only
16750542,abstract,1,tissue,Tissue,tetracosanoic acid,Lipid,LOCATION_OF,in,tissue,tetracosanoic acid,,,,,,,,left_only
16750542,abstract,1,tissue,Tissue,hexacosanoic acid,Lipid,LOCATION_OF,in,tissue,hexacosanoic acid,,,,,,,,left_only
16750542,abstract,1,hexacosanoic acid,Lipid,very long chain fatty acids (VLCFA),Lipid,ISA,particularly,hexacosanoic acid,very long chain fatty acids vlcfa,,,,,,,,left_only
16750542,abstract,1,tetracosanoic acid,Lipid,very long chain fatty acids (VLCFA),Lipid,ISA,particularly,tetracosanoic acid,very long chain fatty acids vlcfa,,,,,,,,left_only
16750542,abstract,2,peripheral demyelination,Pathologic Function,patients,Human,PROCESS_OF,present,peripheral demyelination,patients,,,,,,,,left_only
16750542,abstract,2,adrenal insufficiency,Disease or Syndrome,patients,Human,PROCESS_OF,present,adrenal insufficiency,patients,,,,,,,,left_only
16750542,abstract,8,erythrocyte,Cell,patients,Human,PART_OF,from,erythrocyte,patients,,,,,,,,left_only
16750542,abstract,8,erythrocyte,Cell,antioxidant enzyme activities,Molecular Function,LOCATION_OF,in,erythrocyte,antioxidant enzyme activities,,,,,,,,left_only
16751040,abstract,1,Danon disease,Disease or Syndrome,cardiomyopathy,Disease or Syndrome,CAUSES,causing,danon disease,cardiomyopathy,,,,,,,,left_only
16754935,abstract,1,CHOP,Therapeutic or Preventive Procedure,R-CHOP,Therapeutic or Preventive Procedure,COMPARED_WITH,versus,chop,r-chop,,,,,,,,left_only
16754935,abstract,1,rituximab (MR),Pharmacologic Substance,patients,Human,TREATS,in,rituximab mr,patients,,,,,,,,left_only
16763070,abstract,3,dibutyl phthalate,Organic Chemical,Long Evans (LE) hooded rats,Mammal,ADMINISTERED_TO,administration,dibutyl phthalate,long evans le hooded rats,,,,,,,,left_only
16763070,abstract,3,dibutyl phthalate,Organic Chemical,testis function,Organ or Tissue Function,AFFECTS,affect,dibutyl phthalate,testis function,,,,,,,,left_only
16763070,abstract,4,DBP,Pharmacologic Substance,LE rats,Mammal,ADMINISTERED_TO,Administration,dbp,le rats,,,,,,,,left_only
16763070,abstract,4,DBP,Pharmacologic Substance,abortions,Finding,CAUSES,induced,dbp,abortions,,,,,,,,left_only
16763070,abstract,4,DBP,Pharmacologic Substance,abortions,Finding,CAUSES,induced,dbp,abortions,,,,,,,,left_only
16774846,abstract,12,calorie-restricted diets,Therapeutic or Preventive Procedure,persons,Human,TREATS,in,calorie-restricted diets,persons,,,,,,,,left_only
16781345,abstract,23,resection,Therapeutic or Preventive Procedure,radiotherapy,Therapeutic or Preventive Procedure,COEXISTS_WITH,with,resection,radiotherapy,,,,,,,,left_only
16781345,abstract,23,treatment,Therapeutic or Preventive Procedure,ACC,Neoplastic Process,TREATS,for,treatment,acc,,,,,,,,left_only
16787352,abstract,2,1-butanol,Lipid,Straight chain alkanols,Organic Chemical,ISA,such as,1-butanol,straight chain alkanols,,,,,,,,left_only
16787352,abstract,2,1-hexanol,Organic Chemical,Straight chain alkanols,Organic Chemical,ISA,such as,1-hexanol,straight chain alkanols,,,,,,,,left_only
16787352,abstract,2,1-pentanol,Organic Chemical,Straight chain alkanols,Organic Chemical,ISA,such as,1-pentanol,straight chain alkanols,,,,,,,,left_only
16798222,abstract,2,NF-kappaB,"Amino Acid, Peptide, or Protein",nonsmall-cell lung cancer,Neoplastic Process,ASSOCIATED_WITH,in,nf-kappab,nonsmall-cell lung cancer,,,,,,,,left_only
16798222,abstract,12,NF-kappaB,"Amino Acid, Peptide, or Protein",apoptosis,Cell Function,DISRUPTS,inhibits,nf-kappab,apoptosis,,,,,,,,left_only
16809978,abstract,7,renal function deterioration,Finding,patients,Human,PROCESS_OF,in,renal function deterioration,patients,,,,,,,,left_only
16823322,abstract,1,fourth ventricles,Body Space or Junction,vascular malformation,Congenital Abnormality,LOCATION_OF,of,fourth ventricles,vascular malformation,,,,,,,,left_only
16823322,abstract,1,"third, and fourth ventricles",Body Space or Junction,vascular malformation,Congenital Abnormality,LOCATION_OF,of,third and fourth ventricles,vascular malformation,,,,,,,,left_only
16823322,abstract,1,cerebral aqueduct,Body Space or Junction,adolescent female,Human,PART_OF,of,cerebral aqueduct,adolescent female,,,,,,,,left_only
16823322,abstract,1,fourth ventricles,Body Space or Junction,adolescent female,Human,PART_OF,of,fourth ventricles,adolescent female,,,,,,,,left_only
16823322,abstract,1,"third, and fourth ventricles",Body Space or Junction,adolescent female,Human,PART_OF,of,third and fourth ventricles,adolescent female,,,,,,,,left_only
16823322,abstract,4,third ventricle,Body Space or Junction,mass,Finding,LOCATION_OF,originating,third ventricle,mass,,,,,,,,left_only
16823322,abstract,4,cerebral aqueduct,Body Space or Junction,mass,Finding,LOCATION_OF,traversing,cerebral aqueduct,mass,,,,,,,,left_only
16823322,abstract,4,fourth ventricle,Body Space or Junction,mass,Finding,LOCATION_OF,terminating,fourth ventricle,mass,,,,,,,,left_only
16823322,abstract,4,magnetic resonance imaging scans,Diagnostic Procedure,mass,Finding,DIAGNOSES,revealed,magnetic resonance imaging scans,mass,,,,,,,,left_only
16823322,abstract,4,magnetic resonance imaging scans,Diagnostic Procedure,contrast,"Indicator, Reagent, or Diagnostic Aid",USES,with,magnetic resonance imaging scans,contrast,,,,,,,,left_only
16823322,abstract,4,magnetic resonance imaging scans,Diagnostic Procedure,contrast,"Indicator, Reagent, or Diagnostic Aid",USES,without,magnetic resonance imaging scans,contrast,,,,,,,,left_only
16823322,abstract,8,intraventricularly,Body Location or Region,vascular malformations,Congenital Abnormality,LOCATION_OF,exist,intraventricularly,vascular malformations,,,,,,,,left_only
16842506,abstract,7,neutrophils,Cell,inflammatory cells,Cell,ISA,including,neutrophils,inflammatory cells,,,,,,,,left_only
16856443,abstract,3,fetal echocardiography,Diagnostic Procedure,pregnant women,Human,ADMINISTERED_TO,had,fetal echocardiography,pregnant women,,,,,,,,left_only
16856443,abstract,3,Siriraj Hospital,Health Care Related Organization,fetal echocardiography,Diagnostic Procedure,LOCATION_OF,at,siriraj hospital,fetal echocardiography,,,,,,,,left_only
16875036,abstract,1,Pregnancies,Organism Function,women,Human,PROCESS_OF,in,pregnancies,women,,,,,,,,left_only
16877721,abstract,4,rhEndostatin,Pharmacologic Substance,patients,Human,TREATS,treated,rhendostatin,patients,,,,,,,,left_only
16879324,abstract,1,tissue plasminogen activator,"Amino Acid, Peptide, or Protein",hemorrhagic transformation,Disease or Syndrome,CAUSES,induced,tissue plasminogen activator,hemorrhagic transformation,,,,,,,,left_only
16879324,abstract,1,ischemic stroke,Disease or Syndrome,hemorrhagic transformation,Disease or Syndrome,PRECEDES,following,ischemic stroke,hemorrhagic transformation,,,,,,,,left_only
16879324,abstract,2,melatonin,Hormone,oxidative/nitrosative damage,Cell or Molecular Dysfunction,PREVENTS,reduce,melatonin,oxidative/nitrosative damage,,,,,,,,left_only
16887433,abstract,1,PWS,Congenital Abnormality,older persons,Human,PROCESS_OF,with,pws,older persons,,,,,,,,left_only
16887433,abstract,4,control groups,Human,ghrelin,"Amino Acid, Peptide, or Protein",LOCATION_OF,had,control groups,ghrelin,,,,,,,,left_only
16887433,abstract,4,control groups,Human,ghrelin,"Amino Acid, Peptide, or Protein",LOCATION_OF,had,control groups,ghrelin,,,,,,,,left_only
16887433,abstract,4,control groups,Human,insulin,"Amino Acid, Peptide, or Protein",LOCATION_OF,had,control groups,insulin,,,,,,,,left_only
16887433,abstract,4,control groups,Human,glucose,Biologically Active Substance,LOCATION_OF,had,control groups,glucose,,,,,,,,left_only
16887433,abstract,4,groups,Human,ghrelin,"Amino Acid, Peptide, or Protein",LOCATION_OF,had,groups,ghrelin,,,,,,,,left_only
16887433,abstract,4,groups,Human,ghrelin,"Amino Acid, Peptide, or Protein",LOCATION_OF,had,groups,ghrelin,,,,,,,,left_only
16887433,abstract,4,groups,Human,insulin,"Amino Acid, Peptide, or Protein",LOCATION_OF,had,groups,insulin,,,,,,,,left_only
16887433,abstract,4,groups,Human,glucose,Biologically Active Substance,LOCATION_OF,had,groups,glucose,,,,,,,,left_only
16887433,abstract,6,PWS,Congenital Abnormality,Children,Human,PART_OF,with,pws,children,,,,,,,,left_only
16887433,abstract,6,ghrelin,"Amino Acid, Peptide, or Protein",Children,Human,PART_OF,had,ghrelin,children,,,,,,,,left_only
16895685,abstract,1,Diffuse atherosclerosis,Disease or Syndrome,plaques,Finding,PREDISPOSES,risk,diffuse atherosclerosis,plaques,,,,,,,,left_only
16899102,abstract,2,ligature,Medical Device,Peri-implantitis,Disease or Syndrome,CAUSES,induced,ligature,peri-implantitis,,,,,,,,left_only
16899102,abstract,2,ligature placement,Medical Device,beagle dogs,Mammal,TREATS,in,ligature placement,beagle dogs,,,,,,,,left_only
16901783,title,1,Beta 4 integrin,Gene or Genome,mammary tumorigenesis,Neoplastic Process,PREDISPOSES,promote,4 integrin,mammary tumorigenesis,,,,,,,,left_only
16902165,abstract,3,G-CSF,"Amino Acid, Peptide, or Protein",EPC,Cell,AFFECTS,effects,g-csf,epc,,,,,,,,left_only
16902165,abstract,4,injection,Therapeutic or Preventive Procedure,patients,Human,ADMINISTERED_TO,received,injection,patients,,,,,,,,left_only
16902165,abstract,4,injection,Therapeutic or Preventive Procedure,G-CSF,"Amino Acid, Peptide, or Protein",USES,,injection,g-csf,,,,,,,,left_only
16903766,abstract,10,injection,Therapeutic or Preventive Procedure,urinary,Disease or Syndrome,TREATS,treating,injection,urinary,,,,,,,,left_only
16903766,abstract,10,overactivity,Finding,urinary incontinence,Disease or Syndrome,CAUSES,secondary,overactivity,urinary incontinence,,,,,,,,left_only
16913431,abstract,11,coping,Individual Behavior,ethnic group,Human,PROCESS_OF,in,coping,ethnic group,,,,,,,,left_only
16914119,title,1,"WIN 55,212",Organic Chemical,cannabinoid,Organic Chemical,ISA,,win 55 212,cannabinoid,,,,,,,,left_only
16914119,title,1,"WIN 55,212",Organic Chemical,COX-2,"Amino Acid, Peptide, or Protein",STIMULATES,increases,win 55 212,cox-2,,,,,,,,left_only
16914119,title,1,"WIN 55,212",Organic Chemical,PGE2,Hormone,STIMULATES,increases,win 55 212,pge2,,,,,,,,left_only
16914119,title,1,brain,"Body Part, Organ, or Organ Component",murine,Mammal,PART_OF,,brain,murine,,,,,,,,left_only
16914119,abstract,2,MS,Disease or Syndrome,CNS inflammatory diseases,Disease or Syndrome,ISA,such as,ms,cns inflammatory diseases,,,,,,,,left_only
16914119,abstract,2,cyclooxygenase-2,"Amino Acid, Peptide, or Protein",endothelium,Tissue,PART_OF,in,cyclooxygenase-2,endothelium,,,,,,,,left_only
16914119,abstract,2,TMEV,Virus,IDD,Disease or Syndrome,CAUSES,,tmev,idd,,,,,,,,left_only
16914119,abstract,2,TMEV,Virus,infection,Disease or Syndrome,CAUSES,,tmev,infection,,,,,,,,left_only
16914119,abstract,2,cannabinoids,Organic Chemical,IDD,Disease or Syndrome,TREATS,ameliorate,cannabinoids,idd,,,,,,,,left_only
16914119,abstract,2,cannabinoids,Organic Chemical,COX-2,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,role,cannabinoids,cox-2,,,,,,,,left_only
16914119,abstract,2,brain,"Body Part, Organ, or Organ Component",murine,Mammal,PART_OF,,brain,murine,,,,,,,,left_only
16914119,abstract,6,brain,"Body Part, Organ, or Organ Component",murine,Mammal,PART_OF,,brain,murine,,,,,,,,left_only
16914119,abstract,2,endothelial cell,Cell,brain,"Body Part, Organ, or Organ Component",PART_OF,,endothelial cell,brain,,,,,,,,left_only
16914119,abstract,6,endothelial cell,Cell,brain,"Body Part, Organ, or Organ Component",PART_OF,,endothelial cell,brain,,,,,,,,left_only
16914119,abstract,2,cell cultures,Cell,endothelial,Tissue,PART_OF,,cell cultures,endothelial,,,,,,,,left_only
16914119,abstract,6,infection,Disease or Syndrome,COX-2,"Amino Acid, Peptide, or Protein",PRODUCES,induced a significant increase,infection,cox-2,,,,,,,,left_only
16950193,abstract,3,rheumatic mitral stenosis,Disease or Syndrome,patients,Human,PROCESS_OF,with,rheumatic mitral stenosis,patients,,,,,,,,left_only
16950193,abstract,3,echocardiographically,Diagnostic Procedure,rheumatic mitral stenosis,Disease or Syndrome,DIAGNOSES,determined,echocardiographically,rheumatic mitral stenosis,,,,,,,,left_only
16979443,title,1,Selective Internal Radiation Therapy,Therapeutic or Preventive Procedure,liver metastases,Neoplastic Process,TREATS,for,selective internal radiation therapy,liver metastases,,,,,,,,left_only
16979443,title,1,colorectal adenocarcinoma,Neoplastic Process,liver metastases,Neoplastic Process,CAUSES,secondary,colorectal adenocarcinoma,liver metastases,,,,,,,,left_only
16979443,abstract,2,liver metastases,Neoplastic Process,colorectal carcinoma,Neoplastic Process,COEXISTS_WITH,secondary,liver metastases,colorectal carcinoma,,,,,,,,left_only
16979443,abstract,2,malignancies,Neoplastic Process,liver,"Body Part, Organ, or Organ Component",PART_OF,,malignancies,liver,,,,,,,,left_only
16979443,abstract,2,malignancies,Neoplastic Process,neuroendocrine,Body System,PART_OF,,malignancies,neuroendocrine,,,,,,,,left_only
16986607,abstract,5,oviducts,"Body Part, Organ, or Organ Component",mare,Mammal,PART_OF,,oviducts,mare,,,,,,,,left_only
16986607,abstract,5,mare's oviducts,"Body Part, Organ, or Organ Component",blockage,Finding,LOCATION_OF,of,mares oviducts,blockage,,,,,,,,left_only
17131231,abstract,9,surgical treatment,Therapeutic or Preventive Procedure,dystonia,Sign or Symptom,AFFECTS,linked,surgical treatment,dystonia,,,,,,,,left_only
17131231,abstract,9,oculomotor cranial nerves,"Body Part, Organ, or Organ Component",Dystonic reactions,Finding,LOCATION_OF,involving,oculomotor cranial nerves,dystonic reactions,,,,,,,,left_only
17131231,abstract,9,limbs,"Body Part, Organ, or Organ Component",Dystonic reactions,Finding,LOCATION_OF,involving,limbs,dystonic reactions,,,,,,,,left_only
17131231,abstract,9,operated,Therapeutic or Preventive Procedure,patients,Human,TREATS,,operated,patients,,,,,,,,left_only
17135279,abstract,9,DYRK1A,Gene or Genome,AD,Disease or Syndrome,ASSOCIATED_WITH,in,dyrk1a,ad,,,,,,,,left_only
